NAME,TRIBE_CODE,LAT,LON,land_area,atlantic_,atlantic1,atlantic2,atlantic3,indiannum,indianall,indian_n1,indian_n2,indian_n3,atlantica,isocode,prom_trust_relative,prom_trust_neigh,prom_trust_intra,prom_trust_inter,prom_trust_gov
"KURAMA, GURE (NE)","418",10.39170000000,8.49950471069,"3360.403222937505","0","0","0","0","0","0","0","0","0","0",,,,,,
KURFEI,"419",14.13340000000,3.86084134595,"6499.823953129703","0","0","0","0","0","0","0","0","0","0",,,,,,
KUTSHU,"420",-3.17508000000,20.90450000000,"47004.94384599751","0","0","0","118","0","0","0","0","0","118",,,,,,
KWANGARE,"421",-17.17420000000,19.07730000000,"50392.59946427847","0","0","0","0","0","0","0","0","0","0",NAM,2.5164835,1.9890109,1.9444444,1.8666667,1.9878049
KWENA,"422",-24.23160000000,25.44190000000,"18402.13213018079","0","0","0","0","0","0","0","0","0","0",LSO,1.5177112,1.1548913,1.2697548,1.0983607,1.7206349
KWERE,"423",-6.30313000000,38.39980000000,"6082.333483141545","0","0","0","0","123","522","61","132","206","0",TZA,2,1,3,2,0
KWESE,"424",-5.96732000000,18.60670000000,"6418.297396528517","0","0","0","235","0","0","0","0","0","235",,,,,,
LABWOR,"425",2.66672522586,33.86850000000,"2622.722687737568","0","0","0","0","0","0","0","0","0","0",,,,,,
LAGUAT,"426",33.81820000000,3.07953158495,"7124.245215500182","0","0","0","0","0","0","0","0","0","0",,,,,,
LAKA (ADAMAWA,"427",8.16555122260,15.78320000000,"26535.36707124744","0","0","0","0","0","0","0","0","0","0",,,,,,
LAKA (NDEBELE),"428",-24.22260000000,28.63530000000,"14419.3915710881","0","0","0","0","0","0","0","0","0","0",ZAF,2.1627908,1.6511627,1.6829268,1.1282052,1.5365853
LALA,"429",-13.58800000000,30.27700000000,"41679.04287781899","0","364","0","1126","0","0","0","0","0","1490",ZMB,2.3,1.6,1.6,1,1.375
LAMBA,"430",-12.75200000000,27.90900000000,"90875.9733254802","0","0","0","563","0","0","0","0","0","563",ZMB,1.6666666,1.3333334,1.3333334,1,1.3333334
LAMBYA,"431",-9.60184000000,33.07580000000,"5429.480775498816","0","0","0","0","0","0","0","0","0","0",MWI,2.875,2.4375,2.25,1.5625,2.0714285
LANDUMA,"432",10.90450000000,-14.27340000000,"2509.719516841408","366","0","0","57","0","0","0","0","0","423",,,,,,
LANGO,"433",2.12347055595,32.98660000000,"14826.03720850369","0","0","0","0","0","0","0","0","0","0",,,,,,
LELE,"434",-5.07541000000,20.52090000000,"17017.89567314499","0","0","0","0","0","0","0","0","0","0",,,,,,
LENDU,"435",1.91956670698,30.52480000000,"8168.815640476157","0","0","0","0","0","0","0","0","0","0",,,,,,
LENGOLA,"436",-0.77053500000,25.41900000000,"18712.16288298151","0","0","0","0","0","0","0","0","0","0",,,,,,
LENJE,"437",-14.71360000000,28.45880000000,"35339.79974204433","0","0","0","0","0","0","0","0","0","0",ZMB,1.92,1.12,1.5599999,1.16,1.4090909
LESE,"438",1.98204138599,29.17160000000,"12365.56051702213","0","0","0","0","0","0","0","0","0","0",,,,,,
LI,"439",5.90345338197,10.04590000000,"996.3831595334054","0","0","0","94","0","0","0","0","0","94",,,,,,
"LIGBI, DEGHA (SE)","440",8.66276015312,-2.50018000000,"2398.238328066309","0","0","0","0","0","0","0","0","0","0",,,,,,
LIKA,"441",2.12175520425,27.46610000000,"3974.739611126865","0","0","0","0","0","0","0","0","0","0",,,,,,
LILSE,"442",12.34890000000,-2.61949000000,"4766.365230369168","0","0","0","0","0","0","0","0","0","0",,,,,,
LIMBA,"443",9.46418785307,-11.95310000000,"5425.821340481511","0","0","5037","1200","0","0","0","0","0","6237",,,,,,
LIPTAKO,"444",13.71150000000,0.07591713508,"14090.35454376189","0","0","0","0","0","0","0","0","0","0",,,,,,
LISI,"445",12.94190000000,17.98240000000,"29389.25436891702","0","0","0","18","0","0","0","0","0","18",,,,,,
LOBI,"446",10.01410000000,-3.34210000000,"12635.25581771896","0","0","0","0","0","0","0","0","0","0",,,,,,
LOGO,"447",3.42835417559,30.06500000000,"16586.42424062623","0","0","0","0","0","0","0","0","0","0",,,,,,
LOKELE,"448",0.75815544353,24.73590000000,"9076.2912411171","0","0","0","0","0","0","0","0","0","0",,,,,,
LOKO,"449",9.16240343492,-12.15810000000,"2552.963481425661","0","0","0","457","0","0","0","0","0","457",,,,,,
LOMWE,"450",-15.48210000000,37.80440000000,"101596.2744397529","0","0","0","1558","41","174","20","44","69","1558",MWI,2.1657143,2.0171428,1.9655173,1.7183908,1.6392405
LONGUDA,"451",9.90710835251,12.00480000000,"1525.048459801186","0","0","0","0","0","0","0","0","0","0",,,,,,
LOTUKO,"452",4.52168398466,32.71210000000,"15811.2757172066","0","0","0","0","0","0","0","0","0","0",,,,,,
LOVEDU,"453",-24.26220000000,30.60720000000,"15098.71761130475","0","0","0","0","20","86","10","22","34","0",,,,,,
LOZI,"454",-15.38390000000,23.34020000000,"44762.34355076246","0","0","0","0","0","0","0","0","0","0",ZMB,2.3878789,1.660606,1.6242424,1.2969697,1.3375796
LUAPULA,"455",-9.97104000000,28.93050000000,"13576.08886728328","0","0","0","0","0","0","0","0","0","0",,,,,,
LUBA,"456",-8.20646000000,25.75220000000,"192429.9085048238","0","0","450","0","0","0","0","0","0","450",,,,,,
LUCHAZI,"457",-13.14950000000,20.18330000000,"37361.96537548412","0","0","0","0","0","0","0","0","0","0",ZMB,2.6666667,2.3333333,2.3333333,1.3333334,0.66666669
LUGBARA,"458",3.20389152649,30.87060000000,"8444.201980505228","0","0","0","0","0","0","0","0","0","0",UGA,2.3305085,2.1025641,2.0756302,1.6410257,1.9579831
LUGURU,"459",-7.26561000000,37.85330000000,"16215.6040451935","0","0","0","0","6014","25577","3007","6457","10099","0",TZA,2.5833333,2.1944444,1.9722222,1.8611112,2.0277777
LUIMBE,"460",-11.83980000000,17.62610000000,"20834.59414442201","0","0","0","0","0","0","0","0","0","0",,,,,,
LUKOKWE,"461",-13.68410000000,24.23450000000,"11291.017474219","0","0","0","0","0","0","0","0","0","0",,,,,,
LULUA,"462",-5.93696000000,22.35210000000,"46472.6344286372","0","0","0","0","0","0","0","0","0","0",,,,,,
LUMBO,"463",-2.50535000000,10.89760000000,"42584.41346858414","0","0","0","4883","0","0","0","0","0","4883",,,,,,
LUNDA,"464",-8.56856000000,22.58470000000,"39525.65030395737","0","0","0","470","0","0","0","0","0","470",ZMB,2.173913,1.6521739,1.9130435,1.4347826,1.15
LUNGU,"465",-9.05051000000,31.27200000000,"30883.18394820574","0","0","0","0","0","0","0","0","0","0",ZMB,2.6190476,1.9047619,1.9047619,1.7142857,1.2105263
LUO,"466",-0.29384300000,34.41800000000,"11105.89441548062","0","0","0","0","102","435","51","110","172","0",UGA,2.0910852,1.8042636,1.8504854,1.4223969,1.7435387
LUPOLO,"467",-10.32620000000,15.13520000000,"26934.45985302472","0","78786","9783","54272","0","0","0","0","0","142841",,,,,,
LUVALE,"468",-12.26440000000,21.81420000000,"73095.05894605401","0","0","0","1376","0","0","0","0","0","1376",ZMB,2.1923077,1.8076923,1.7884616,1.5961539,1.4038461
LUWA,"469",-6.81631000000,18.57580000000,"15451.15664123198","0","0","225","118","0","0","0","0","0","343",,,,,,
MAAZA,"470",28.27550000000,32.33300000000,"81725.90089012899","0","0","0","0","0","0","0","0","0","0",,,,,,
MABA,"471",13.74940000000,20.18060000000,"55704.95732161879","0","63","0","13","0","0","0","0","0","76",,,,,,
MACHA,"472",9.33254963510,37.15980000000,"44919.69409316113","0","0","0","0","4","17","2","4","7","0",,,,,,
MADA,"473",9.04445291519,8.60056813412,"7604.489695000472","0","0","0","0","0","0","0","0","0","0",,,,,,
MADI,"474",3.61086394196,31.83330000000,"12194.49690366488","0","0","0","0","0","0","0","0","0","0",UGA,2.3829787,2.1702127,2.1063831,1.6521739,2.1276596
MAGUZAWA,"475",11.70420000000,8.88569197965,"12374.98749493979","0","0","0","0","0","0","0","0","0","0",,,,,,
MAGWANGARA,"476",-10.47520000000,36.02190000000,"28403.40322927892","0","0","0","0","6382","27142","3191","6852","10717","0",,,,,,
MAHAFALY,"477",-24.45560000000,44.38090000000,"15795.92603785843","0","341","294","2095","0","2366","0","1205","1161","2730",MDG,2.675,2.0999999,2.0999999,1.65,2
MAHAMID,"478",15.29390000000,20.51090000000,"30903.82941279353","0","0","0","0","0","0","0","0","0","0",,,,,,
MAKA,"479",4.14722526271,13.24380000000,"11539.66740922452","0","0","0","0","0","0","0","0","0","0",,,,,,
MAKERE,"480",2.62290844198,26.42790000000,"12308.35951340776","0","0","0","118","0","0","0","0","0","118",,,,,,
MAKONDE,"481",-10.99920000000,39.78350000000,"31481.27189071919","0","0","6911","966","2230","9483","1115","2394","3744","7877",TZA,2.6105263,1.9361702,1.9782609,1.7802198,2.284091
MAKUA,"482",-13.68520000000,38.91380000000,"144327.8151128413","0","0","49574","137099","8530","36277","4265","9158","14324","186673",MOZ,2.7100456,2.121839,2.025701,1.647619,2.4297082
MALINKE,"483",11.86630000000,-10.65000000000,"257505.4843657946","6449","12709","306441","140529","0","0","0","0","0","466128",MLI,2.4958677,2.1900826,2.1157024,1.7583333,2.0431035
MAMA,"484",9.12358171056,9.02548849825,"1497.117342701041","0","0","0","0","0","0","0","0","0","0",,,,,,
MAMBILA,"485",6.89643522493,11.66920000000,"6385.158529228316","0","0","0","112","0","0","0","0","0","112",,,,,,
MAMPRUSI,"486",10.36160000000,-0.51626100000,"5577.711989311655","0","0","0","0","0","0","0","0","0","0",,,,,,
MAMVU,"487",2.71437782525,29.38430000000,"11504.71345389438","0","0","675","0","0","0","0","0","0","675",,,,,,
MANALA,"488",-25.90660000000,28.32630000000,"14118.18643857403","0","0","0","0","0","0","0","0","0","0",,,,,,
MANDARA,"489",11.44620000000,14.19120000000,"4741.793041582339","0","0","0","0","0","0","0","0","0","0",,,,,,
MANDJA,"490",5.95633897216,18.32480000000,"37282.0407468024","0","0","0","0","0","0","0","0","0","0",,,,,,
MANGA,"491",13.40710000000,11.34810000000,"25188.65247333532","3","0","0","71","0","0","0","0","0","74",,,,,,
MANGBETU,"492",3.39672619992,27.79500000000,"6313.059122656305","0","0","0","0","0","0","0","0","0","0",,,,,,
MANYIKA,"493",-18.81750000000,32.77460000000,"32680.777789325","0","0","0","0","205","871","102","220","344","0",,,,,,
MAO,"494",9.02597512935,34.77880000000,"8786.06708138342","0","0","0","0","0","0","0","0","0","0",,,,,,
MARGI,"495",10.77790000000,13.21060000000,"5565.121945983966","0","0","0","0","0","0","0","0","0","0",,,,,,
MASA,"496",9.92932737599,15.65690000000,"10658.38821373097","0","0","0","0","0","0","0","0","0","0",,,,,,
MASAI,"497",-2.92126000000,36.41700000000,"101296.0104990548","0","0","0","0","266","1132","133","286","447","0",TZA,2.125,1.75,1.6666666,1.2916666,1.5217391
MASALIT,"498",13.18730000000,22.47920000000,"15402.23032894695","0","0","0","0","0","0","0","0","0","0",,,,,,
MASHASHA,"499",-15.39890000000,25.39000000000,"18779.81157184917","0","0","0","0","0","0","0","0","0","0",,,,,,
MASHI,"500",-16.16510000000,22.53960000000,"25248.38609788279","0","0","0","0","0","0","0","0","0","0",ZMB,3,3,2,1,3
MASINA,"501",15.20410000000,-3.85380000000,"56306.28956617703","0","0","0","35","0","0","0","0","0","35",MLI,2.7272727,2.2545455,2.1757576,1.9878049,2.1913581
MASONGO,"502",7.86998923787,34.99470000000,"5150.418391691307","0","0","0","0","0","0","0","0","0","0",,,,,,
MATAKAM,"503",10.82080000000,13.79060000000,"2584.796452611018","0","0","0","0","0","0","0","0","0","0",,,,,,
MATENGO,"504",-11.00860000000,35.18340000000,"5749.028606594939","0","0","0","0","20","86","10","22","34","0",,,,,,
MATMATA,"505",33.53540000000,9.49636143003,"2174.19061530686","0","0","0","0","0","0","0","0","0","0",,,,,,
MATUMBI,"506",-9.37831000000,36.20990000000,"4407.421934204569","0","0","0","0","1064","4524","532","1142","1786","0",,,,,,
MAURI,"507",13.33310000000,3.77606160899,"5919.136054434422","0","0","0","0","0","0","0","0","0","0",MLI,2.909091,2.2727273,2.6363637,2.1818182,1.9090909
"MAYOGO, BADJO (NE)","508",2.66320454525,27.98110000000,"3907.853376267612","0","0","0","0","0","0","0","0","0","0",,,,,,
MBAE,"509",1.19446543649,25.25360000000,"5867.700614437998","0","0","0","0","41","174","20","44","69","0",,,,,,
MBAGANI,"510",-7.08356000000,22.24800000000,"26479.35053907457","0","0","0","0","0","0","0","0","0","0",,,,,,
MBALA,"511",-4.82061000000,18.21360000000,"19865.54255152864","0","0","0","0","0","0","0","0","0","0",,,,,,
MBANGALA,"512",-9.29804000000,18.22880000000,"35431.43199831987","0","0","0","1376","0","0","0","0","0","1376",,,,,,
MBEMBE,"513",6.11075510303,8.46425691250,"2022.786783894948","41","0","0","17996","0","0","0","0","0","18037",,,,,,
MBERE,"514",7.11640761405,15.85990000000,"18905.11692956533","0","0","0","0","0","0","0","0","0","0",,,,,,
MBESA,"515",1.55389761490,22.96720000000,"5841.027288284447","0","0","0","118","0","0","0","0","0","118",,,,,,
MBOLE,"516",-1.64343000000,21.00440000000,"39834.81206572233","0","0","0","0","0","0","0","0","0","0",,,,,,
MBUBULA,"517",9.60486872839,12.36760000000,"957.9491093838772","0","0","0","0","0","0","0","0","0","0",,,,,,
MBUGU,"518",-4.49990000000,38.28890000000,"1698.653041499978","0","0","0","0","0","0","0","0","0","0",,,,,,
MBUGWE,"519",-3.75500000000,35.90380000000,"2502.181032514537","0","0","0","0","0","0","0","0","0","0",,,,,,
MBUKUSHU,"520",-17.31290000000,21.27830000000,"57076.53316960604","0","0","0","0","0","0","0","0","0","0",BWA,1.8,1.7,1.35,1.2,2.1578948
MBUM,"521",7.45818977452,13.67310000000,"21871.41421579699","0","0","0","0","0","0","0","0","0","0",,,,,,
MBUNDA,"522",-14.43080000000,21.10700000000,"49546.37000417277","0","0","0","0","0","0","0","0","0","0",ZMB,2.75,2.25,2.25,2.0833333,1.8333334
MBUNDU,"523",-12.41780000000,15.79260000000,"97244.90802097916","0","0","28184","58008","0","0","0","0","0","86192",NAM,3,2,1,1,2
MBUNGA,"524",-8.10787000000,36.98430000000,"12708.5353929446","0","0","0","0","0","0","0","0","0","0",,,,,,
MBWELA,"525",-15.30110000000,19.18540000000,"81546.56895356845","0","0","0","787","0","0","0","0","0","787",,,,,,
MEBAN,"526",10.29220000000,33.55800000000,"22749.3431746087","0","0","0","0","0","0","0","0","0","0",,,,,,
MEDJI,"527",2.63129133416,27.28180000000,"5279.933941270574","0","0","0","0","0","0","0","0","0","0",,,,,,
MEKYIBO,"528",5.44230847276,-3.11319000000,"1075.985681516096","0","0","0","0","0","0","0","0","0","0",,,,,,
MENASSER,"529",36.44740000000,2.08202021473,"2105.810624614892","0","0","0","0","0","0","0","0","0","0",,,,,,
MENDE,"530",7.95130534362,-11.18170000000,"22926.25797706226","0","0","2159","9311","0","0","0","0","0","11470",,,,,,
MERARIT,"531",14.42090000000,21.54330000000,"13198.94374581108","0","0","0","0","0","0","0","0","0","0",,,,,,
MERINA,"532",-18.32820000000,46.97900000000,"90563.05893031294","0","1953","1683","12009","0","13565","0","6906","6659","15645",MDG,2.1233597,1.6194226,1.5079365,1.2432432,1.6657459
MERU,"533",0.01666100428,38.10440000000,"15612.16928637642","0","0","0","0","20","86","10","22","34","0",KEN,2.3863637,1.9772727,1.6477273,1.1547619,1.7647059
MESSIRIA,"534",11.08660000000,28.34220000000,"48650.49205186799","0","0","0","0","0","0","0","0","0","0",,,,,,
MIDOBI,"535",15.37680000000,26.62410000000,"11544.97773788711","0","0","0","0","0","0","0","0","0","0",,,,,,
MIJERTEIN,"536",9.01818296234,48.77410000000,"201265.2745199208","0","0","0","0","0","0","0","0","0","0",,,,,,
MIMI,"537",14.78700000000,20.27870000000,"6844.507810333542","0","0","0","0","0","0","0","0","0","0",,,,,,
MINIANKA,"538",11.75850000000,-5.29926000000,"44156.93355415139","0","0","0","35","0","0","0","0","0","35",MLI,2.5757575,1.6969697,1.939394,1.4375,2.2258065
MITTU,"539",5.80870017412,29.73880000000,"25026.41310337261","0","0","0","0","0","0","0","0","0","0",,,,,,
MITUKU,"540",-1.21236000000,25.10330000000,"11546.85762590218","0","0","0","0","0","0","0","0","0","0",,,,,,
MOBA,"541",10.66120000000,0.46957819662,"4343.525448460432","0","0","0","0","0","0","0","0","0","0",,,,,,
MOBER,"542",13.43200000000,12.55090000000,"3235.916341527653","0","0","0","0","0","0","0","0","0","0",,,,,,
MOMBERA,"543",-11.98850000000,33.47380000000,"10411.83502724855","0","0","0","0","0","0","0","0","0","0",,,,,,
MONDARI,"544",5.85564776307,31.39360000000,"11513.92804620339","0","0","0","0","0","0","0","0","0","0",,,,,,
MONGO,"545",0.94008452632,21.08720000000,"42201.88254755034","0","0","0","118","0","0","0","0","0","118",,,,,,
MOROCCANS,"546",32.74500000000,-7.57882000000,"71193.93452150753","0","0","0","0","0","0","0","0","0","0",,,,,,
MORU,"547",5.25326309349,30.41030000000,"10128.0202142521","0","0","0","0","0","0","0","0","0","0",,,,,,
MOSSI,"548",12.72650000000,-1.17043000000,"66849.67183337554","0","0","517","157","0","0","0","0","0","674",MLI,2.4000001,2.2,2.0999999,1.8888888,1.8
MPEZENI,"549",-13.56240000000,32.38650000000,"8209.286716453325","0","0","0","0","0","0","0","0","0","0",,,,,,
MPONGWE,"550",-0.98688500000,9.62558377087,"17925.76592548825","0","589","0","4883","0","0","0","0","0","5472",,,,,,
MUBI,"551",12.51990000000,19.65560000000,"9759.429207152734","0","0","0","0","0","0","0","0","0","0",,,,,,
MUM,"552",5.67429862847,11.05450000000,"6138.168007388031","0","0","3059","188","0","0","0","0","0","3247",,,,,,
MUMUYE,"553",9.01314529662,11.81840000000,"5355.374376558411","0","0","588","18","0","0","0","0","0","606",,,,,,
MUNDANG,"554",9.68855186095,14.67600000000,"11645.16798104455","0","0","0","0","0","0","0","0","0","0",,,,,,
MUNDU,"555",4.34563096724,30.13120000000,"7727.778249991927","0","0","222","671","0","0","0","0","0","893",,,,,,
MURLE,"556",6.26583539229,33.31130000000,"45089.70903106167","0","0","0","0","0","0","0","0","0","0",KEN,2.5,3,2.6666667,2,1
MUSGU,"557",10.99470000000,15.30750000000,"7596.045818052563","0","0","0","0","0","0","0","0","0","0",,,,,,
MWERA,"558",-9.63120000000,39.04450000000,"21323.25350008005","0","0","0","0","2271","9657","1135","2438","3813","0",,,,,,
MZAB,"559",32.68550000000,3.75748998569,"30353.2710115707","0","0","0","0","0","0","0","0","0","0",,,,,,
NAFANA,"560",8.30463594464,-2.39710000000,"1890.399983978169","0","0","0","0","0","0","0","0","0","0",,,,,,
NAIL,"561",33.97580000000,4.53298662550,"32243.40663226289","0","0","0","0","0","0","0","0","0","0",,,,,,
NAJI,"562",6.29835178315,35.73200000000,"4081.785228010869","0","0","0","0","0","0","0","0","0","0",,,,,,
NALU,"563",11.03610000000,-14.89710000000,"2316.900147517538","2740","3975","1272","577","0","0","0","0","0","8564",,,,,,
NAMA,"564",-26.37330000000,17.64930000000,"264068.746041427","0","0","0","0","0","0","0","0","0","0",NAM,2.1707318,1.2439024,1.0243902,1,1.5517242
NAMIB,"565",-26.41880000000,15.72010000000,"49838.35262724818","0","0","0","0","0","0","0","0","0","0",,,,,,
NAMSHI,"566",8.50232102663,13.38340000000,"5067.417269691252","0","0","0","0","0","0","0","0","0","0",,,,,,
NANDI,"567",0.47680069515,35.23320000000,"7067.45530023775","0","0","0","0","0","0","0","0","0","0",KEN,2,2,1,1,2
NARON,"568",-21.79370000000,21.29130000000,"49116.32460160584","0","0","0","0","0","0","0","0","0","0",,,,,,
NAUDEBA,"569",10.07840000000,1.40873526828,"1182.800755026678","0","0","0","0","0","0","0","0","0","0",,,,,,
NDAKA,"570",1.36417524408,27.13430000000,"28411.53394932654","0","0","0","0","0","0","0","0","0","0",,,,,,
NDAMBA,"571",-8.57761000000,35.94020000000,"4473.288838620309","0","0","0","0","409","1740","205","439","687","0",,,,,,
NDAU,"572",-20.24590000000,33.72080000000,"63413.29221989463","0","0","0","0","61","261","31","66","103","0",MOZ,2.6555555,2.011236,1.9325843,1.8764045,2.1940298
NDEBELE,"573",-19.71330000000,28.14600000000,"94306.88314898053","0","0","0","0","0","0","0","0","0","0",ZWE,3,3,3,3,1.0773809
NDEMBU,"574",-11.61220000000,24.04430000000,"104568.1489996058","0","0","0","393","0","0","0","0","0","393",,,,,,
NDOB,"575",5.94234887729,10.59010000000,"2329.776412293529","0","0","0","3200","0","0","0","0","0","3200",,,,,,
NDOGO,"576",6.95976902611,26.92560000000,"72774.03276310569","0","0","0","197","0","0","0","0","0","197",,,,,,
NDOKO,"577",2.06324324792,20.81720000000,"22569.87122533126","0","0","0","0","0","0","0","0","0","0",,,,,,
NDOMBE,"578",-13.38380000000,13.56420000000,"41661.29275918072","0","0","0","3736","0","0","0","0","0","3736",,,,,,
NDORO,"579",7.55052420282,10.84410000000,"1761.654203146663","0","0","0","0","0","0","0","0","0","0",,,,,,
NDUKA,"580",8.30457880108,19.25150000000,"43244.6346143776","0","0","0","0","0","0","0","0","0","0",,,,,,
NEFUSA,"581",31.76480000000,11.50300000000,"14209.04840976727","0","0","0","0","0","0","0","0","0","0",,,,,,
NEN,"582",4.70322762053,10.77600000000,"3946.075040808479","0","0","0","659","0","0","0","0","0","659",,,,,,
NGALA,"583",1.26952790438,18.86250000000,"49938.47695169563","0","0","0","549","0","0","0","0","0","549",,,,,,
NGAMA,"584",7.65411664685,17.46340000000,"13583.7493786738","0","0","0","0","0","0","0","0","0","0",,,,,,
NGANDU,"585",0.02679747296,23.35870000000,"54071.91568499156","0","0","0","0","0","0","0","0","0","0",,,,,,
NGBANDI,"586",3.76685914131,21.83280000000,"27660.72440359185","0","0","0","588","0","0","0","0","0","588",,,,,,
NGBELE,"587",2.88449111296,28.33880000000,"2481.279982327985","0","0","0","0","0","0","0","0","0","0",,,,,,
NGE,"588",7.59225666119,6.98139860894,"1955.113397024988","0","0","0","0","0","0","0","0","0","0",,,,,,
NGERE,"589",6.85604008385,-8.02342000000,"26654.9228717165","0","0","359","155","0","0","0","0","0","514",,,,,,
NGINDO,"590",-9.37514000000,37.86930000000,"51769.60327914833","0","0","0","0","17715","75340","8858","19019","29748","0",,,,,,
NGIZIM,"591",12.12460000000,10.80000000000,"7995.495731222037","0","0","0","36","0","0","0","0","0","36",,,,,,
NGOMBE,"592",-0.89576400000,21.46860000000,"12679.40999404665","0","0","225","235","0","0","0","0","0","460",,,,,,
NGONGO,"593",-5.32895000000,18.38650000000,"3274.812511093109","0","0","0","0","0","0","0","0","0","0",,,,,,
NGONYELU,"594",-14.49620000000,16.93860000000,"64363.22721478184","0","0","0","393","0","0","0","0","0","393",,,,,,
NGUMBA,"595",2.47983590166,10.42820000000,"14459.1137898665","0","0","0","0","0","0","0","0","0","0",,,,,,
NGUMBE,"596",-15.17340000000,15.19780000000,"34346.35607506386","0","0","0","6096","0","0","0","0","0","6096",,,,,,
NGURU,"597",-6.13611000000,37.60730000000,"10951.89875677468","0","0","0","0","859","3654","430","922","1443","0",,,,,,
NGWAKETSE,"598",-25.24200000000,25.24060000000,"15953.98834742454","0","0","0","0","0","0","0","0","0","0",BWA,1.5046729,1.1037736,1.1320754,1.0576923,1.9117647
NGWATO,"599",-22.64490000000,27.01740000000,"63458.36555776451","0","0","0","0","0","0","0","0","0","0",BWA,1.7736843,1.3210527,1.3817204,1.2010581,1.8406594
NKOLE,"600",-0.57175500000,30.49890000000,"16265.24943938532","0","0","0","0","0","0","0","0","0","0",UGA,2.2447553,1.7412587,1.5929824,1.1403508,2.330986
NKOYA,"601",-14.83110000000,24.32420000000,"14901.12214745872","0","0","0","0","0","0","0","0","0","0",ZMB,2.4000001,1.8,2,1.75,1.75
NKUNDO,"602",-0.31735900000,19.49150000000,"32311.56425487837","0","0","0","0","0","0","0","0","0","0",,,,,,
NONO,"603",13.96370000000,-4.12129000000,"2873.623238959997","0","0","0","0","0","0","0","0","0","0",,,,,,
NSAW,"604",6.25416402001,10.82940000000,"2282.313822381972","0","0","0","471","0","0","0","0","0","471",,,,,,
NSENGA,"605",-14.88870000000,30.53410000000,"16886.88473267362","0","0","0","0","20","86","10","22","34","0",ZMB,2.2747252,1.7032967,1.7032967,1.4395604,1.4712644
NSUNGLI,"606",6.49437144841,11.14740000000,"2018.723403153553","0","0","0","0","0","0","0","0","0","0",,,,,,
NUER,"607",8.53223834020,31.76770000000,"74667.77868097785","0","0","0","0","0","0","0","0","0","0",,,,,,
NUKWE,"608",-17.77720000000,22.80680000000,"20525.15261539054","0","0","0","0","0","0","0","0","0","0",,,,,,
NUNUMA,"609",11.51010000000,-2.09037000000,"13614.28221948004","0","0","0","0","0","0","0","0","0","0",,,,,,
NUPE,"610",9.10286019390,5.76285117564,"25359.81832093206","318","0","50768","7465","0","0","0","0","0","58551",NGA,1.8666667,1.6333333,1.6,1.1666666,0.93333334
NUSAN,"611",-25.73830000000,20.47180000000,"141845.9048581479","0","0","0","0","0","0","0","0","0","0",BWA,2.0769231,1.6799999,1.36,1.16,2.0799999
NYAKYUSA,"612",-9.28959000000,33.70550000000,"7858.997531451369","0","0","0","0","2455","10439","1227","2635","4122","0",UGA,2.5964913,2.2456141,2.2807016,1.9824561,2.2452831
NYAMWEZI,"613",-5.07289000000,32.81410000000,"88221.89811584949","0","0","0","0","13501","57419","6751","14495","22672","0",TZA,2.4150944,2.0943396,2.1320755,1.8490566,2.490196
NYANEKA,"614",-15.55090000000,13.95620000000,"42749.10413678944","0","0","0","0","0","0","0","0","0","0",,,,,,
NYANGIYA,"615",3.77967127280,33.71240000000,"2109.785540037931","0","0","0","0","0","0","0","0","0","0",,,,,,
NYANJA,"616",-15.71950000000,35.42020000000,"23911.71549766713","0","0","0","82781","511","2175","256","549","859","82781",MWI,2.509804,2.009804,2.0396039,1.7352941,1.9450549
NYARI,"617",2.17762692591,30.15390000000,"4269.551661441806","0","0","0","0","0","0","0","0","0","0",,,,,,
NYASA,"618",-12.24260000000,34.95330000000,"13383.2158852227","0","0","0","0","30848","131192","15424","33119","51801","0",,,,,,
NYIMA,"619",12.00050000000,29.37360000000,"3681.780255207738","0","0","0","0","0","0","0","0","0","0",,,,,,
NYORO,"620",1.73741658436,31.69140000000,"13800.21927962535","0","0","0","0","0","0","0","0","0","0",UGA,2.25,1.6588235,1.6626506,1.4047619,2.1071429
NZANKARA,"621",4.71870481962,22.82200000000,"10774.40411062941","0","0","0","0","0","0","0","0","0","0",,,,,,
ODODOP,"622",5.21845129587,8.41886622869,"2079.074563814374","0","0","0","0","0","0","0","0","0","0",,,,,,
OGADEN,"623",6.53011012379,44.10130000000,"174514.3369164398","0","0","0","0","0","0","0","0","0","0",,,,,,
OHEKWE,"624",-21.71660000000,24.30350000000,"105762.5270077542","0","0","0","0","0","0","0","0","0","0",,,,,,
OKORO,"625",11.36160000000,17.95690000000,"19801.01846114757","0","0","0","0","0","0","0","0","0","0",,,,,,
OMETO,"626",6.50882581413,37.36260000000,"25680.16388889703","0","0","0","0","0","0","0","0","0","0",,,,,,
ORRI,"627",6.57514660448,8.35817415490,"2406.527046484068","0","0","0","0","0","0","0","0","0","0",,,,,,
PADANG,"628",10.18400000000,32.51000000000,"30218.34160825299","0","0","0","0","0","0","0","0","0","0",,,,,,
PANDE,"629",3.36173770526,17.02280000000,"19187.22594534343","0","0","0","0","0","0","0","0","0","0",,,,,,
PARE,"630",-4.10684000000,37.89620000000,"7086.41252298166","0","0","0","0","675","2872","338","725","1134","0",TZA,2.4285715,2.05,1.9047619,1.65,2
