murdock_name,land_area,atlantic_number15,atlantic_number16,atlantic_number17,atlantic_number18,indian_number15,indian_number16,indian_number17,indian_number18,atlantic_all_years,indian_all_years
VAGALA,1430.064848118963,0,0,0,0,0,0,0,0,0,0
VAI,5447.08950452809,0,0,586,514,0,0,0,0,1100,0
VENDA,26856.84952182019,0,0,0,0,0,0,0,0,0,0
VERE,5220.312017095893,0,0,0,0,0,0,0,0,0,0
VILI,22417.90570799238,0,0,218,79170,0,0,0,0,79388,0
WABA,5056.267369459569,0,0,0,0,0,0,0,0,0,0
WAKURA,1699.356375203214,0,0,0,0,0,0,0,0,0,0
WALLAGA,30790.35414001361,0,0,0,0,3,1,3,5,0,12
WALLO,27426.66995527878,0,0,0,0,2,1,3,4,0,10
WANGA,6619.887310454461,0,0,113,212,123,61,132,206,325,522
WARA,2068.666119986347,0,0,0,30,0,0,0,0,30,0
WARAIN,9892.06763410344,0,0,0,0,0,0,0,0,0,0
WARJAWA,6543.286413281375,0,0,0,0,0,0,0,0,0,0
WIDEKUM,3735.518375154144,0,0,0,0,0,0,0,0,0,0
WOBE,2323.248997057484,0,0,0,0,0,0,0,0,0,0
WOLOF,26528.37288958459,3812,5225,76292,5518,0,0,0,0,90847,0
WUM,1052.406490111091,0,0,0,0,0,0,0,0,0,0
WURKUM,2744.037123659862,0,0,0,0,0,0,0,0,0,0
WUTE,14784.15662528006,0,0,0,282,0,0,0,0,282,0
XAM,286506.6740842697,0,0,0,0,0,0,0,0,0,0
XOSA,14896.19218524276,0,631,0,0,0,0,0,0,631,0
YAHI,7253.418951612025,0,0,0,0,0,0,0,0,0,0
YAKA,55442.69586144813,0,0,0,3527,0,0,0,0,3527,0
YAKO,2672.402418176495,0,0,0,126,0,0,0,0,126,0
YAKOMA,7541.132606742191,0,0,1712,17,0,0,0,0,1729,0
YALUNKA,7807.447723353685,0,0,0,114,0,0,0,0,114,0
YANGERE,10559.15611537371,0,0,0,0,0,0,0,0,0,0
YANZI,15001.68096742405,0,0,0,0,0,0,0,0,0,0
YAO,99737.25529001196,0,0,0,11378,40258,20129,43222,67603,11378,171212
YEKE,11420.8942858668,0,0,0,0,0,0,0,0,0,0
YERGUM,1860.139079364538,0,0,0,0,0,0,0,0,0,0
YESKWA,2860.927088883734,0,0,0,90,0,0,0,0,90,0
YOMBE,19348.22723112793,0,0,0,8531,0,0,0,0,8531,0
YORUBA,47868.29229181851,1029,53224,413202,198511,0,0,0,0,665966,0
YUNGUR,2233.742490095216,0,0,0,0,0,0,0,0,0,0
ZAGHAWA,79522.44976838546,0,0,0,0,0,0,0,0,0,0
ZARAMO,23849.36070081245,0,0,0,0,23688,11844,25432,39778,0,100742
ZEKARA,3547.813299478059,0,0,0,0,0,0,0,0,0,0
ZENEGA,219274.6402573116,0,0,0,0,0,0,0,0,0,0
ZERMA,44527.32760147469,0,0,0,0,0,0,0,0,0,0
ZEZURU,57001.13903231555,0,0,0,0,0,0,0,0,0,0
ZIBAN,12155.66553408456,0,0,0,0,0,0,0,0,0,0
ZIGULA,9826.074744059222,0,0,0,0,1166,583,1252,1958,0,4959
ZIMBA,18924.07010768865,0,0,0,0,0,0,0,0,0,0
"ZUANDE, BATU (E)",2692.85279436282,0,0,0,0,0,0,0,0,0,0
ZULU,89597.67563617988,0,0,0,0,0,0,0,0,0,0
ZUMPER,2443.194544050696,0,0,0,126,0,0,0,0,126,0
